index,year,month,day,extent_north,extent_south,date,temp,temp_uncertainity
382,2011,11,1,9.7718,15.7573666667,2011-11-01,6.814,0.107
383,2011,12,1,12.1535806452,11.1989677419,2011-12-01,4.655,0.106
384,2012,1,1,13.7294193548,5.65387096774,2012-01-01,3.157,0.085
385,2012,2,1,14.5533448276,3.55324137931,2012-02-01,3.628,0.102
386,2012,3,1,15.1962580645,4.55025806452,2012-03-01,6.023,0.054
387,2012,4,1,14.6257666667,7.30923333333,2012-04-01,9.676,0.055
388,2012,5,1,13.0118064516,10.457,2012-05-01,12.59,0.109
389,2012,6,1,10.6745333333,13.5466666667,2012-06-01,14.492,0.078
390,2012,7,1,7.67177419355,16.298,2012-07-01,15.076,0.076
391,2012,8,1,4.72329032258,18.0969677419,2012-08-01,14.72,0.069
392,2012,9,1,3.5656,19.2078333333,2012-09-01,13.04,0.069
393,2012,10,1,5.88587096774,18.5938709677,2012-10-01,10.428,0.098
394,2012,11,1,9.38796666667,16.1099333333,2012-11-01,7.156,0.116
395,2012,12,1,12.0063870968,10.3942258065,2012-12-01,4.102,0.09
396,2013,1,1,13.7026451613,5.54329032258,2013-01-01,3.685,0.097
397,2013,2,1,14.7235357143,3.83642857143,2013-02-01,4.222,0.093
398,2013,3,1,15.0320322581,5.01738709677,2013-03-01,6.261,0.09
399,2013,4,1,14.2987333333,7.62263333333,2013-04-01,9.044,0.098
400,2013,5,1,12.9972580645,10.9197419355,2013-05-01,12.195,0.104
401,2013,6,1,11.3601333333,14.1548333333,2013-06-01,14.568,0.09
402,2013,7,1,8.13167741935,16.8085483871,2013-07-01,15.003,0.126
403,2013,8,1,6.01351612903,18.6637741935,2013-08-01,14.742,0.129
404,2013,9,1,5.20826666667,19.3886666667,2013-09-01,13.154,0.104
405,2013,10,1,7.45483870968,19.0177741935,2013-10-01,10.256,0.077
406,2013,11,1,9.93903333333,16.8721666667,2013-11-01,7.424,0.079
407,2013,12,1,12.1842580645,11.8535806452,2013-12-01,4.724,0.085
408,2014,1,1,13.647483871,6.32680645161,2014-01-01,3.732,0.075
409,2014,2,1,14.4175714286,3.843,2014-02-01,3.5,0.068
410,2014,3,1,14.757516129,4.90151612903,2014-03-01,6.378,0.098
411,2014,4,1,14.0878666667,8.343,2014-04-01,9.589,0.111
412,2014,5,1,12.7007096774,11.5193548387,2014-05-01,12.582,0.068
413,2014,6,1,11.0326,14.6866666667,2014-06-01,14.335,0.096
414,2014,7,1,8.1084516129,17.1057419355,2014-07-01,14.873,0.078
415,2014,8,1,6.07787096774,18.9079677419,2014-08-01,14.875,0.115
416,2014,9,1,5.21993333333,19.7564,2014-09-01,13.091,0.086
417,2014,10,1,7.2324516129,19.0028064516,2014-10-01,10.33,0.076
418,2014,11,1,10.1146,16.3877666667,2014-11-01,6.713,0.121
419,2014,12,1,12.3525806452,11.9282903226,2014-12-01,4.85,0.09
420,2015,1,1,13.6023225806,6.85187096774,2015-01-01,3.881,0.13
421,2015,2,1,14.4006428571,3.79892857143,2015-02-01,4.664,0.121
422,2015,3,1,14.370516129,4.96425806452,2015-03-01,6.74,0.06
423,2015,4,1,13.8931666667,8.3732,2015-04-01,9.313,0.088
424,2015,5,1,12.4680967742,11.7161290323,2015-05-01,12.312,0.081
425,2015,6,1,10.8789,14.4749,2015-06-01,14.505,0.068
426,2015,7,1,8.37787096774,16.7752258065,2015-07-01,15.051,0.086
427,2015,8,1,5.59874193548,17.7493548387,2015-08-01,14.755,0.072
428,2015,9,1,4.61576666667,18.444,2015-09-01,12.999,0.079
429,2015,10,1,6.96622580645,18.4092580645,2015-10-01,10.801,0.102
430,2015,11,1,9.84616666667,16.1751,2015-11-01,7.433,0.119
431,2015,12,1,12.0447741935,10.6552258065,2015-12-01,5.518,0.1
